User,The Elder Scrolls V Skyrim,Fallout New Vegas,Left 4 Dead 2,Team Fortress 2,Dota 2,Robocraft,Garry's Mod,Sid Meier's Civilization V,Counter-Strike Global Offensive,Grand Theft Auto V,Portal 2,Half-Life 2,Portal,Borderlands 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Counter-Strike Source,Unturned,Alien Swarm,War Thunder,Counter-Strike,PAYDAY 2,Heroes & Generals,Terraria,Warframe
294155812,,,,0.1,,,,,,,,,,,,,,,,,,,,,
228733650,,,,,1.1,,,,,,,,,,,,,,,,,,,,
148162764,,,,,86.0,,,,,,,,,,,,,,,,,,,,
150282867,,,4.0,,,,,,,,,,,,,,,,,,,,,119.0,
120420435,343.0,,,,,,,,,,,,,,,,,,,,,,,,
233407123,,,,0.6,,2.9,,,,,,,,,,,,0.6,,,,,,,
14717252,,,,,,,,,,,,2.4,,,,,0.1,,,,,,,,
245052241,,,,,1.1,,,,,,,,,,,,,,,,,,,,
236078667,,,,,,,,,323.0,,,,,,,,,,,,,,,,
72907554,165.0,,,,482.0,,,9.0,15.3,,,,,,,,116.0,,,,,,,,
116450986,,,,,0.4,,,,,,,,,,,,,,,,,,,,
208433111,,,,,0.2,,,,,,,,,,,,,,,,,,,,
282464648,,,,18.3,,,,,,,,,,,,,,16.8,,,,,,,
260265776,,,,,,0.4,,,,,,,,,,,,,,,,,,,
78369082,,,,,,,,,,,,,,,,,16.0,,,,,,,,
101602586,,,,9.6,762.0,,,,,,,5.1,3.9,164.0,,,,,,,,,,55.0,
182961604,,,,,,6.6,35.0,,777.0,,,,,,,,,4.0,,1.7,,,,,
245583676,,,,,2.7,,,,,,,,,,,,,,,,,,,,
175223006,,,,,3.8,,,,,,,,,,,,,,,,,,,,
202287486,,,,,1323.0,,,,,,,,,,,,,,,,,,,,
166598655,,,,,1.6,,,,,,,,,,,,,,,,,,,,
21557528,,,,,,,,,,,,,,,,,,,,,21.0,,,,
207860755,,,,,10.6,,,,,,,,,,,,,,,,,,,,
33904278,,,,,,,,,,,,,,,,,13.0,,,,388.0,,,,
138010203,,,,14.6,,,,,,,,,,,,,,,,,,,,,
232959254,,,,,,,,,,,,,,,,,,1.3,,,,,,,
186078229,,,,,,,,,,,,,,,,,,3.9,,,,,,,
89422440,,,,,,,,,,,2.9,,,,,,,,,,,,,,
210975085,,,,,3.8,,,,,,,,,,,,,,,,,,,,
10869571,,,,,,,,,,,,23.0,,,,,,,,,,,,,
180612782,,,,,,,,,,,,,,,,,,8.2,,,,,,,
164473026,,,,,1.4,,,,,,,,,,,,,,,,,,,,
100728962,,,,,73.0,,,,,,,,,,,,,,,,,,,,
147114426,,,,,1.8,,,,,,,,,,,,,,,,,,,,
147079200,,,,,0.6,0.2,,,,,,,,,,,,2.8,,,,,,,
202239376,,,,,1.6,,,,,,,,,,,,,,,,,,,,
177924431,,,,,3.9,,,,,,,,,,,,,,,,,,,,
92842809,,,,,,,,,,,,,1.1,,,,,,,,,,,4.8,
188110199,,,,,,,,,,,,,,,,,,0.9,,,,,,,
149556407,,,,,0.5,,,,,,,,,,,,,,,,,,,,
167935300,,,,,1.7,,,,,,,,,,,,,,,,,,,,
285316500,,,,,0.1,,,,,,,,,,,,,,,,,,,,
123988363,,,,0.7,,,,,,,,,,,,,,,,,,,,,
75092930,,,,,5.2,,,,,,,,,,,,,,,,2117.0,,,,
201889336,,49.0,,,,,,,,,,,,,,,,,,,,,,,
1612666,,14.4,5.8,,7.4,,,19.1,11.9,,,,,,,,,,,,1.3,,,,
225942169,,,,,43.0,,,,,,,,,,,,,,,,,,,,
278825568,,,,0.9,,,,,,,,,,,,,,,,,,,,,0.2
83234559,12.1,,,,,,,51.0,,,,,,,,,,,,,,,,,
219435905,,,,0.4,,,,,,,,,,,,,,,,,,,,,
204795948,,,,15.3,5.2,,122.0,,,,,,,,,,,3.5,,,,,,,
195414910,,,,52.0,31.0,2.2,,,63.0,,,,,24.0,,,,,,82.0,,22.0,,,
79715089,,3.7,,1.3,3.5,,,,,,,,,,,,,,,,,,,,130.0
142721011,,,,,69.0,,,,,,,,,,,,,,,,,,,,
190049238,0.8,,,,,,,,,,,,,,,,,,,,,,,,
120171057,,,,2.9,2.0,,,,,,,,,,,,,,,,,,,,
234360501,,,,,0.2,,,,,,,,,,,,,,,,,,,,
37435998,,,9.5,,5.6,,,,668.0,,,,,,,,118.0,,,,,14.8,,,
284096202,,,,,,0.7,,,,,,,,,,,,0.3,,,,,,,
227244326,,,,,2.6,,,,,,,,,,,,,,,,,,,,
170130950,,,,,142.0,,,,,,,,,,,,,,,,,,,,
160673726,,,,,,,,,263.0,,,,,,,,,,,,,,,,
275889776,,,,50.0,,,,,,,,,,,,,,,,,,,,,
286458362,,,,,0.7,,,,,,,,,,,,,,,,,,,,
260252363,,,,,11.5,,,,,,,,,,,,,,,,,,,,
98624963,1336.0,,,,,,,,31.0,,,,,,,,,,,,,,,,
8795607,,,,3.0,,,,,,,31.0,1.7,4.0,70.0,,,48.0,,,,4.2,,,,
122679931,45.0,,,2522.0,,0.2,7.2,,52.0,,22.0,,,,,,,24.0,,,,,,,0.4
204176632,,,,,0.4,,,,,,,,,,,,,,,,,,,,
127461743,,,,,,,,,,177.0,,,,,,,,,,,,,,,
83168693,,,2.3,137.0,,,,,,,,,,,,,,,,,,,,,
183337134,,,,,,,,,,,,,,,,,,,,,,,,58.0,
49584661,,,,,15.0,,,,,,,,,,,,,,,,,,,,
252071568,,,,,66.0,,,,,,,,,,,,,,,,,,,,
258337261,,,,,17.0,,,,,,,,,,,,,,,,,,,,
114632006,,,,,1944.0,,,,,,,,,,,,,,,,733.0,,0.4,,
256927813,,,,3.6,,,,,,,,,,,,,,,,,,,,,
33071192,,,,3.4,,,,,,,,,,,,,4.7,,,,1.6,,,,
184556544,,,,,,,,,,,,,,,,,,24.0,,,,,,,
161777161,,,,,30.0,,,,,,,,,,,,,,,,,,,,
96781711,,,,,,,,,,,,,,,22.0,4.2,,,,,,,,,
149194171,,,,,79.0,,,,,,,,,,,,,,,,,,,,
177441119,,,,,180.0,,,,,,,,,,,,,,,,,,,,
110304598,,,,0.8,,,,,,,,,,,,,,,,,,,,,
193136822,,,,,,,,,,,,,,,,,,9.2,,,,,,,
223064225,,,,35.0,,4.6,109.0,,,,,,,,,,,7.9,,38.0,,,160.0,,
201634197,,,,,0.7,,,,,,,,,,,,,,,,,,,,
233013810,,,,0.3,,,,,,,,,,,,,,,,,,,,,
199973616,,,,,3.3,,,,,,,,,,,,,,,,,,,,
107475554,,,,8.5,,,,,,,,,,,,,,,,,,,,,
60343142,,,,,,,,,3.2,,,,,,,,,,,,174.0,,,,
124570576,,,,,5.3,,,,,,,,,,,,,,,,,,,,
135957644,,,,1.0,,,,,,,,,,,,,,,,,,,,,
162076421,,,,0.6,1610.0,,,,10.1,,,,,,,,,,,,,,,,
150538933,,,,,462.0,,,,,,,,,,,,,,,,,,,,
199255181,,,,,12.5,,,,,,,,,,,,,,,,,,,,
289244540,,,,1.7,187.0,,,,,,,,,,,,,1.8,,,,,,,
65342306,,,,170.0,83.0,,,,,,1.8,,9.4,49.0,,,,,13.3,,,,,,17.6
110906645,104.0,24.0,19.6,5.3,,,28.0,,866.0,297.0,,,,,2.5,7.7,,162.0,,,,92.0,8.9,,
101725007,0.6,,,41.0,31.0,,2.4,,152.0,,,,,,,,,0.6,,,,11.3,,,
231414706,,,,,3.9,,,,,,,,,,,,,,,,,,,,
206014489,,,2.0,,,,,,52.0,,,,,,,,,,,,1.1,8.5,,0.6,
27338668,,,,,,,,,,,,,,,,,31.0,,,,,,,,
196171528,,,,,,,,,,,,,,,,,,,,,,,18.3,,
131217195,,,,,2179.0,,,,,,,,,,,,,,,,,,,,
156297441,,165.0,,,,,,,,,,,,,,,,,,,,,,,
43248011,,,,,,,,,1.1,,,,,,,,,,,,,1.0,,,
164478205,,,,,2046.0,,,,,,,,,,,,,,,,,,,,
188167163,,,,,,,197.0,,58.0,,,,,,,,72.0,28.0,,,,,,,
31500407,,,,,,,,,5.5,,,,,,,,,,,,,,,,
30440303,23.0,0.8,12.6,217.0,0.4,30.0,1.2,,765.0,,6.8,8.1,3.1,34.0,192.0,25.0,24.0,0.2,0.9,,,37.0,,,
81537102,,,,0.3,,,,,,,,,,,,,,,,,,,,,
298950,123.0,92.0,16.3,1019.0,0.5,,6.2,135.0,544.0,,17.1,0.1,0.2,78.0,,,0.5,3.5,1.6,,0.5,3.4,,86.0,
295117160,,,,,64.0,,,,,,,,,,,,,,,,,,,,
292422780,,,,,,,,,,,,,,,,,,,,,,,7.3,,
186154929,,,,,,,,,,,,,,,,,,0.3,,,,,,,
129501816,,,,,,,3.0,,69.0,,,,,4.9,,,,,,,,1.3,,,
98102518,,,,2.7,,,,,,,,,,,,,,,,,,,,,
55319994,,,124.0,,,,,,,,,,,,52.0,34.0,,,,,,,,,
260207401,,,,,0.1,,,,,,,,,,,,,,,,,,,,
62878249,74.0,,106.0,0.6,,,,,,,,,,,,,,,0.3,,,120.0,0.8,,7.2
46534663,,,,0.4,5.3,22.0,,,,,,,,,,,,0.2,,,,,,,
207926270,,,,,,3.6,,,,,,,,,,,,14.2,,,,,,,
91828380,,,,1.5,,,,,11.4,,,,,,,,,,,,,,,,
186871803,,,,,,,,,,,,,,,,,,0.4,,,,,,,
261336456,,,,,700.0,,,,,,,,,,,,,,,,,,,,
150137344,,,,1217.0,40.0,,214.0,,153.0,,,,,,,,,1.7,,,,,,122.0,4.0
133800100,,,,,6.9,,,,,,,,,,,,,,,,,,,,
241424434,,,,,,,,,24.0,,,,,,,,,,,,,,,,
132381775,,,,,1994.0,,,,61.0,,,,,,,,,,,,,,,,
173234140,,,,,0.4,,,,,,,,,,,,,,,,,,,,
113039667,,,1.1,10.9,117.0,,,,,,,,,15.9,,,,,,,,,,,
195453723,,,,,3.0,,,,,,,,,,,,,,,,,,,,
183026447,,,,,0.1,,,,,,,,,,,,,,,,,,,,
161186800,,,,,,,,,,,,,,,,,,,,,,,,2.1,
102244595,,,,,3.1,,,,,,,,,,,,,,,,,,,,
223595417,,,,,,,,,,,,,,,,,,0.1,,,,,,,
293758845,,,,,,,,,,,,,,,,,,,,,,,0.2,,
50801801,87.0,,,0.3,,,,,,,,,,,9.5,6.5,,,0.2,,,,,,4.0
162479816,,,,35.0,,,,,,,,,,,,,,,,,,,,,
20630908,,,,,,,,,,,,,,,,,,,,,2.8,,,,
230947875,,,,,,,,,,,,,,,,,,13.0,,,,,,,
201576436,,,,,2.2,,,,21.0,,,,,,,,,,,,,,,,
83671083,,,,3.2,2.6,21.0,,,,,,,,,40.0,,,,0.8,48.0,,,1.8,15.6,10.3
158265363,,,,0.6,,,,,,,,,,,,,,,,,,,,,
225933183,,,,,,,,,297.0,,,,,,,,,,,,,,,,
14216099,,,,,,,,16.3,,,,,,,,,,,,,,,,,
60557056,,,,,,,,,,,,,,,,,125.0,,,,,,,,
255306029,,,,,5.1,,,,,,,,,,,,,,,,,,,,
31839832,,,,,,,,,,,,,,,,,,,,,230.0,,,,
99766416,,,,,,,,,,,,21.0,0.3,,,,,,,,,,,,
168011250,,,,,35.0,,,,,,,,,,,,,,,,,,,,
253611147,,,,,,,,6.9,,,,,,,,,,,,,,,,,
274785080,,,,85.0,,1.3,,,,,,,,,,,,9.4,,,,,,,
223660563,,,,53.0,,,,,,,,,,,,,,,,,,,,,
176590636,,,,,,,13.4,,23.0,,,,,,,,0.1,,,,,,,,
239099727,,,,,0.4,,,,,,,,,,,,,,,,,,,,
203114983,,,,0.5,,,,,,,,,,,,,,,,,,,,,
173940259,,3.2,,,,,5.7,,1402.0,26.0,,,,,,,,,,,,,,,
212570211,,,,,,,,,455.0,,,,,,,,,,,,,,,,
153097805,,,54.0,,,,,,,,,,,,,,,,,1.3,,,,1.7,
41294957,,,,,,,,,11.8,,,,,,,,,,,,,,,,
47500408,,,,,,,,,,,,12.6,,,,28.0,,,,,,,,,
179772319,13.5,,,,,,,,,,,,,,,,,,,,,,,,
136557761,,,,,0.4,,,,,,,,,,,,,,,,,,,,
96282673,20.0,,,1.0,52.0,,,,,,3.8,,,,,,,,,,,,,,
240955030,,,,,,4.2,,,,,,,,,,,,,,,,,,,
194266152,,,,,12.9,,,,,,,,,,,,,,,,,,,,
119211545,12.8,,,0.3,,,13.2,,,,,,,,,,,,,,,241.0,4.3,0.5,
215039865,,,,,50.0,,,,,,,,,,,,,,,,,,,,
162214363,,,,,1242.0,,,,282.0,,,,,,,,,,,,,3.0,,,
147228931,,,,,3.4,,,,,,,,,,,,,,,,,,,,
242052237,,,,,1.6,,,,,,,,,,,,,,,,,,,,
101641872,,,,1.2,,,,,,,,,,,,,,,,,,,,,
254836819,,,,,0.3,,,,,,,,,,,,,,,,,,,,
280275540,,,,1.7,,,,,,,,,,,,,,0.1,,,,,,,
133267799,,,,,452.0,,,,,,,,,,,,,,,,,,,,
164711200,,,,,0.8,,,,,,,,,,,,,,,,,,,,
105048330,,,,,1.0,,,,,,,,,,,,,,,,,,,,
38323067,,,0.4,61.0,1.3,,,,,,,,,1.7,,,,,,,,,,,65.0
127894126,,,,18.2,,,,,,,,,,,,,,,2.5,,,,,,
115404202,,,35.0,,,,,,,,,,,,,,,,,,,,,,
250364324,,,,,8.1,,,,,,,,,,,,,,,,,,,,
187865224,,,,,1.2,,,,,,,,,,,,,,,,,,,,
149505485,,,,59.0,,,33.0,,,,,,,,,,,191.0,,,,,,,
144578181,,,,,28.0,,,,1.1,,,,,,,,,,,,0.1,,,,
122026623,0.7,1.1,1.2,,,,,,,,8.0,,3.2,7.1,,15.6,,,,,,,,0.5,
75639638,,,,,,,,,41.0,,,,,,9.1,,,,,,,,,,
154745722,,,,,0.2,,,,,,,,,,,,,,,,,,,,
145132643,,,,1.0,,,,,,,,,,,,,,,,,,,,,
219894679,,,,,49.0,,,,,,,,,,,,,,,,,,,,
189795214,,,,,,,,,257.0,,,,,,,,,,,,,,,,
145507090,,,,,1.4,,,,,,,,,,,,,,,,,,,,
244844115,,,,,,,,,,,,,,,,,,0.2,,,,,,,
308122123,,,,,6.9,,,,,,,,,,,,,,,,,,,,
104826174,,,,1.7,,,,,,,,,,,,,,,,,,,,,
104408704,149.0,,,,,,10.8,,,,,,,,,,,,,,,,,,
54293428,95.0,199.0,,,,,,275.0,,,,,,,,,,,,,,,,,
123397302,,,,0.5,89.0,,,,39.0,,,,,,,,,,,,,,,,
267633580,,,,1.1,,,642.0,,,,,,,,,,,,,,,,,,
182076616,,,,,84.0,,,,,,,,,,,,,,,,,,,,
297771244,,,,,2.6,,,,,,,,,,,,,,,,,,,,
222134637,,,,,,,,,,,,,,,,,,0.2,,,,,,,
123325040,,,,0.9,,,,,,,,,,,,,,,,,70.0,,,,
121535800,,,,,,,,,,,,,,,,,6.4,,,,,,,,
188641919,,,,,1.3,,,,,,,,,,,,,,,,,,,,
110268888,,,,0.2,,,,,,,,,,,,,,,,,,,,,
171383863,,,31.0,0.6,2402.0,,6.3,,24.0,,,,,,,,,,,,,,,,
196324436,,,,,8.6,,,,,,,,,,,,,,,,,,,,
188627637,,,,,,15.0,,,,,,,,,,,,34.0,,,,,,,
180800031,,,,,664.0,,,,,,,,,,,,,,,,,,,,
157341587,,,,0.7,12.9,,13.0,,72.0,,,,,83.0,,,,13.2,,,,,,,753.0
259263507,,,,,8.7,,,,,,,,,,,,,,,,,,,,
183999220,,,,,1.3,,,,,,,,,,,,,,,,,,,,
66939289,,,,,,,,,,,,,,,,,280.0,,,,,,,,
208470492,,,,,2.3,,,,,,,,,,,,,,,,,,,,
197406178,,,,3.1,,,,,,,,,,,,,,0.1,,,,,0.4,,2.4
212758245,,,,,4.2,,,,,,,,,,,,,,,,,,,,
209219032,,,,1.2,,,,,,,,,,,,,,0.7,,,,,,,1.2
113444723,,,,,3744.0,,,,,,,,,,,,,,,,,,,,
252978483,,,,,3.8,,,,,,,,,,,,,,,,,,,,
254935843,,,,4.6,3.3,2.9,,,34.0,,,,,,,,1.3,2.4,,3.3,2.1,,,,
271047352,,,,,3.2,,,,,,,,,,,,,,,,,,,,
224998865,,,,,,,,,,158.0,,,,,,,,,,,,,,,
92025878,229.0,,,,,,,,,,,,,,,,,,,,,,,,
107652130,,,,0.1,,,,,,,,,,,,,,,,,,,,,
193811490,,,,,1.1,,,,,,,,,,,,,,,,,,,,
141408990,,,,,8.1,,,,,47.0,,,,,,,,,,,,,,,
64060101,,,29.0,,3539.0,,,,,,,,,,,,,,,,,,,,
171252939,,,,3.3,,,36.0,,,,,,,,,,,,,,,,,,18.3
208061820,,,,2.6,,,,,,,,,,,,,,,,,,,,,
90672622,,,,1.5,,,,1367.0,,,,,,,,,,,,,,,,,
177457582,,,,,154.0,,,,,,,,,,,,,,,,,,,,
129525006,,,,,0.5,,,,,,,,,,,,,,,,,,,,
97291615,,,,,,,,506.0,,,,,,,,,,,,,,,,,
186642906,,5.6,,,,,31.0,,,,,,,,,,,2.1,,,,,8.8,,
99723205,9.2,,,14.6,1.0,,13.5,0.1,67.0,11.9,,,,4.7,,,25.0,,,,,,,,
257108952,,,,0.8,,,,,18.3,,,,,,,,,,,,,,,,
76856277,,,,,,,,0.6,,,,,,,,,,,,,,,,,
113771004,,,,1.1,18.9,,,,,,,,,,,,,,,,,,,,
136866564,48.0,,,,0.1,,,,,,,,,,,,,,,,,,,,
181212,,,,,,,,,,,,,,,,,,,,,1.8,,,,
251123935,,,,,11.1,,,,,,,,,,,,,,,,,,,,
246949212,,,,,24.0,,,,,,,,,,,,,,,,,,,,
86239250,,,,2.7,,,,,,,,,,,,,,,,,,,,,
307597897,,,,,1.1,,,,,,,,,,,,,,,,,,,,
138115430,,,,1.7,,,,,1498.0,,,,,,,,,,,,,1.1,,,
182984820,,,,,0.3,,,,,,,,,,,,,,,,,,,,
121352371,,,,,2442.0,,,,,,,,,,,,,,,,,,,,
105384518,168.0,,,,,,,,,,,,,,,,,6.3,,,,13.0,,,
36546868,9.3,,35.0,374.0,2.3,,1.3,134.0,14.2,73.0,30.0,,10.3,4.1,,,1.6,,0.6,,,5.1,,6.1,
133234931,,,,173.0,132.0,,,,,,,,,,,,,,,,,,,14.5,
277339358,,,,,0.1,,,,,,,,,,,,,,,,,,,,
204543155,,,,,7.5,,,,,,,,,,,,,,,,,,,,
231310711,,,,,1.8,,,,,,,,,,,,,,,,,,,,
104635003,,,,,964.0,,,,,,,,,,,,,,,93.0,,,,,
223181037,,,,0.3,0.7,,,,,,,,,,,,,,,,,,,,
146355606,,,,16.6,,,,,,,,,,,,,,,,,,,,,
261670300,,,,,1.6,,,,,,,,,,,,,,,,,,,,
170057163,,,,,21.0,,,,,,,,,,,,,,,,,,,,
170382539,,,30.0,,,,,38.0,,,,,,,,,,,,0.1,,0.2,,,286.0
149368095,,,,149.0,,,,,,,,,,,,,,,,,,,,,
37396841,,,,,,,,,,,,14.9,,,,,,,,,,,,,
102927775,,,37.0,27.0,3.3,,63.0,,11.6,,10.2,,,,,,3.5,8.5,,,,,,3.9,
175044682,,,,,,,,,80.0,,,,,,,,,,,,,,,,
296371285,,,,,41.0,,,,,,,,,,,,,,,,,,,,
172623126,,,,,0.5,,,,,,,,,,,,,,,,,,,,
186863874,,,,,0.5,,,,,,,,,,,,,,,,,,,,
283326616,,,,,,,,,,,,,,,,,,,,1.2,,,,,
241842320,,,,,456.0,,,,,,,,,,,,,,,,,,,,
72989129,,,8.7,2.8,,,1.8,,3.0,,,,,,241.0,24.0,376.0,,,,5.3,13.7,,,
72996988,2.1,,,,83.0,,,,5.6,,,,,,,,,,,80.0,,11.9,0.3,,
23714890,,,,,,,,,,,,,,,,,,,,,1.7,,,,
140372243,,,,,33.0,,,,,,,,,,,,,,,,,,,,
95325409,5.0,,,,,,,,,,,,,0.7,,,,,,,,,,,
98796965,,,,0.1,,,,,,,,,,,,,,,,,,,,,
152959594,,,9.9,19.1,10.4,0.4,129.0,,112.0,,,0.8,,,,,,1.6,,6.1,,,3.7,15.0,77.0
161601485,,,,,0.4,,,,,,,,,,,,,,,,,,,,
22371742,,,1.7,0.5,,,,,,7.3,20.0,,1.6,,,,,,,,,,,,
100351493,,,,,,,,1.5,,,1.9,,,,,,,,,,,,,,
176855190,,,,,1.9,,,,,,,,,,,,,,,,,,,,
73518199,,,1.0,,300.0,0.5,,92.0,,,,,,,,,,25.0,,,,,,23.0,
66592754,,,,,,,,,,,,,,,,,,,18.9,,,,,,
20207081,,,,,4845.0,,,,73.0,,,,,,,,,,,52.0,3.9,,15.2,,
245859173,,,,33.0,2.1,1.7,,,,,,,,,,,,65.0,,,,,,,
270165540,,,,,,,,,,,,,,,,,,0.1,,,,,,,
268474336,,,,,1.9,,,,,,,,,,,,,,,,,,,,
192839333,,,,,326.0,,,,,,,,,,,,,,,,,,,,
206232608,,,,,2.8,,,,,,,,,,,,,,,,,,,,
252932627,,,,,0.6,,,,,,,,,,,,,,,,,,,,
249543309,,,,,6.1,,,,,,,,,,,,,,,,,,,,
135277795,,,,1.8,,,,,,,,,,,,,,,,,,,,,
69856757,,,38.0,25.0,1377.0,,,84.0,,,,,,50.0,,,,,,,,98.0,,,
116411567,,,,,,,,,,,,,,,,,,,0.4,,,,,,
100895530,,,,,0.2,,,,,,,,,,,,,,,,,,,,
83849502,,0.4,,3.1,,,,,8.6,,,,,,,,,,,,0.1,,,0.1,
115958331,57.0,,,5.9,0.9,,,,,,,,,,,,,10.0,,,,,,,
104198851,,,,36.0,,,,,,,,,,,,,,,,,,,,,
100311267,,,,29.0,,,94.0,,25.0,,,,,,,,,1.1,,,,4.2,0.2,,13.9
40797591,,,,,,,,,,,,,,,,,,,,,0.2,,,,
23717586,193.0,97.0,,9.3,,,,89.0,,,42.0,36.0,10.1,,,,41.0,,,,,,,,
189792144,,,,,,,,,,,,,,,,,,1.7,,,,,,,
189424582,,,,,272.0,,,,,,,,,,,,,,,,,,,,
66463490,,,,,,,,,,,,,,,,,,,0.4,,,,,,
302387415,,,,,0.6,,,,,,,,,,,,,,,,,,,,
111575581,,,,,23.0,,,,,,,,,,,,,,,,,,,,
177050329,,,,,1497.0,,,,,,,,,,,,,,,,,,,,
142794497,,,,,1.8,,,,,,,,,,,,,,,,,,,,
101552080,,,,,,,,,3.4,,,,,,,,,,,,,,,,
284769694,,,,,5.0,,,,,,,,,,,,,,,,,,,,
195105284,,,266.0,315.0,,,7.3,,,,,9.4,,,,,,1.2,,,,,,,
172470005,12.2,,,,43.0,,,,59.0,,,,,,,,,0.8,,,3.6,,,,
193792189,,,,5.0,,,,,,,,,,,,,,,,,,,,,
47672756,,,,14.1,,,,4.4,,,,18.9,4.5,,8.3,12.7,,,1.6,,,,,,
181156459,,,,,190.0,,,,,,,,,,,,,,,,,,,,
246453577,,,,,,,,,,,,,,,,,,1.8,,,,,,,
152934929,,,,,18.7,,,,,,,,,,,,,,,,,,,,
141773234,,,,1.5,1944.0,,,,,,,,,,,,,,,,,,,,
183531966,,,,,77.0,,,,,,,,,,,,,,,,,,,,
115008799,,,,,10.3,,,,352.0,6.9,,,,,,,,,,,1176.0,,,,
164865114,,,,,17.0,,,,,,,,,,,,,,,,,,,,
145840451,,,,,113.0,,,,,,,,,,,,,,,,,,,,
152485214,,,,,0.1,,,,,,,,,,,,,,,,,,,,
301910202,,,,,2.0,,,,,,,,,,,,,,,,,,,,
163360656,,,,,0.3,,,,,,,,,,,,,,,,,,,,
141950398,,,,4.8,1316.0,,,,,,,,,,,,,,,,,,,,
91736333,,,,,,,16.6,,,,,,,,,,,,,,,,,,
166927601,,,,,429.0,6.4,,,,,,,,,,,,,,,,,,,
73835640,110.0,,,,16.7,,,14.1,,,10.9,,,38.0,,,,,,,,,,1.2,916.0
302442858,,,,,53.0,,,,,,,,,,,,,,,,,,,,
190654528,,,,,146.0,,,,,,,,,,,,,,,,,,,,
121577821,,,19.4,,1884.0,,,,,,,,,,,,,,,,,,,,
158195187,,,,,0.3,,,,,,,,,,,,,,,,,,,,
28711405,,,33.0,,1477.0,,,,,,,,,,,,,,,,,,,,
75232211,322.0,135.0,,12.9,47.0,,,,19.7,,,,,,,,,,,,,2.5,0.8,,0.7
281985866,,,,0.5,,,,,,,,,,,,,,,,,,,,,
101447015,,,,,970.0,,,,516.0,,,,,,,,,,,,,,,,
302363079,,,,54.0,,,,,,,,,,,,,,7.7,,,,,,,
266367020,,,,1.3,,,,,50.0,,,,,,,,,,,,,,,,
234449643,,,,,4.9,,,,,,,,,,,,,,,,,,,,
13614852,,,,,,,,,,,,,,,,,1.1,,,,,,,,
209897237,,,,,,,,,,,,,,,,,,0.1,,,,,,,
78335076,,,,10.0,,,,,,,,,,,,,,,,,,,,,
173002032,,,,,232.0,,,,,,,,,,,,,,,,,,,,
151058601,,,,,12.9,,,,,,,,,,,,,,,,,,,,
246908963,,,,,,,,,3.7,,,,,,,,,,,,,,,,
189649899,,,,,1.8,,,,,,,,,,,,,,,,,,,,
123122821,,,,,14.5,,,,,,,,,,,,,,,,,,,,
296260221,,,,,0.5,,,,1.3,,,,,,,,,,,,,,,,
58882137,,,,0.4,,,,,,,,,,,,,,,,,,,,,
252386228,,,,,0.3,,,,,,,,,,,,,,,,,,,,
211054311,,,,,8.5,,,,,,,,,,,,,,,,,,,,
175806506,,,,,92.0,,,,,,,,,,,,,,,,,,,,
300292281,,,,0.6,,,,,,,,,,,,,,,,,,,,,
133402780,,,,4.8,,,,,,,,,,,,,,,,,,,,,
200857908,,,,0.2,,,,,,,,,,,,,,,,,,,,,
40576653,,,,,,,,,,,,,,,,,,,,,347.0,,,,
147340721,,,,,15.6,,,,,,,,,,,,,,,,,,,,
221702697,,,,,16.0,,,,,,,,,,,,,,,,,,,,
46637811,289.0,,5.7,,2563.0,,,,22.0,93.0,,,4.4,,,,,,,,,,,47.0,372.0
139388319,,,,,1499.0,,,,,,,,,,,,,,,,,,,,
229556803,,,,23.0,,,,,,,,,,,,,,,,,,,,,
124878949,55.0,,,200.0,2.8,5.4,4.0,71.0,,,26.0,,,,,,,,,,,,,,
170215786,,,,,,,14.7,,2.2,,,,,,,,,7.7,,242.0,,96.0,3.4,,
202557205,,,,,0.4,,,,,,,,,,,,,,,,,,,,
295363571,,,,,0.3,,,,248.0,,,,,,,,,,,,,,,,
300217861,,,,,,,,,,,9.7,,,,,,,,,,,,,,
218054193,,,,,,,,,,,,,,,,,,,,,,6.4,,,
199336988,,,,,0.3,,,,,,,,,,,,,,,,,,,,
144546440,,,,,4.4,,,,,,,,,,,,,,,,,,,,
184332447,,,,,0.2,,,,,,,,,,,,,,,,,,,,
170023764,,,,,0.2,,,,,,,,,,,,,,,,,,,,
147395962,,,,167.0,,,19.3,,,,,,,,,,,,,,,,,,
234100567,,,,,2.5,,,,,,,,,,,,,,,,,,,,
172585885,,,,,0.3,,,,,,,,,,,,,,,,,,,,
188573606,,,,,27.0,,,,,,,,,,,,,,,,,,,,
54477968,,,,,,,,,,,,,,,,,,,,,15.2,,,,
131949880,,,,,0.7,,,,,,,,,,,,,,,,,,,,
190246455,,,,,,,,,,,,,,,,,,0.9,,,,,,,
195219679,,,,,3.3,,,,,,,,,,,,,,,,,,,,
131227682,,,,,,,,,465.0,,,,,,45.0,83.0,,0.4,,,,,,,
150424384,,,,,0.3,,,,,,,,,,,,,,,,,,,,
272499996,,,,59.0,,0.9,,,,,,,,,,,,110.0,,,,,5.7,,
223187857,,,,,0.3,,,,,,,,,,,,,,,,,,,,
85518568,,,,5.7,,,,,,,,,,,,,,,,,,,,,
140800500,,,,,0.6,,,,,,,,,,,,,,,,,,,,
293211305,,,,,1.4,,,,,,,,,,,,,,,,,,,,
224587014,,,,,0.5,,,,,,,,,,,,,,,,,,,,
